subjek,comment,text_clean,text_normalized,tokens,tokens_no_stop,tokens_stemmed,final_text
Purbaya Yudhi Sadewa,"Entah mengapa Ngabalin merasa risih melihat Menkeu yg sekarang, padahal rakyat senang dan sudah lama menantikan Mentri yg cerdas, gaya santai seperti ini dan saya merasa insyaallah dgn kepemimpinan beliau, ada harapan baru untuk Indonesia lebih baik kedepannya.",entah mengapa ngabalin merasa risih melihat menkeu yg sekarang padahal rakyat senang dan sudah lama menantikan mentri yg cerdas gaya santai seperti ini dan saya merasa insyaallah dgn kepemimpinan beliau ada harapan baru untuk indonesia lebih baik kedepannya,entah mengapa ngabalin merasa risih melihat menkeu yang sekarang padahal rakyat senang dan sudah lama menantikan menteri yang cerdas gaya santai seperti ini dan saya merasa insyaallah dengan kepemimpinan beliau ada harapan baru untuk indonesia lebih baik kedepannya,"['entah', 'mengapa', 'ngabalin', 'merasa', 'risih', 'melihat', 'menkeu', 'yang', 'sekarang', 'padahal', 'rakyat', 'senang', 'dan', 'sudah', 'lama', 'menantikan', 'menteri', 'yang', 'cerdas', 'gaya', 'santai', 'seperti', 'ini', 'dan', 'saya', 'merasa', 'insyaallah', 'dengan', 'kepemimpinan', 'beliau', 'ada', 'harapan', 'baru', 'untuk', 'indonesia', 'lebih', 'baik', 'kedepannya']","['ngabalin', 'risih', 'menkeu', 'rakyat', 'senang', 'menteri', 'cerdas', 'gaya', 'santai', 'insyaallah', 'kepemimpinan', 'beliau', 'harapan', 'indonesia', 'kedepannya']","['ngabalin', 'risih', 'menkeu', 'rakyat', 'senang', 'menteri', 'cerdas', 'gaya', 'santai', 'insyaallah', 'pimpin', 'beliau', 'harap', 'indonesia', 'depan']",ngabalin risih menkeu rakyat senang menteri cerdas gaya santai insyaallah pimpin beliau harap indonesia depan
Purbaya Yudhi Sadewa,"Kita doakan smoga indonesia lebih baik, ada org baik dan pintar seperti pak purbaya",kita doakan smoga indonesia lebih baik ada org baik dan pintar seperti pak purbaya,kita doakan smoga indonesia lebih baik ada orang baik dan pintar seperti bapak purbaya,"['kita', 'doakan', 'smoga', 'indonesia', 'lebih', 'baik', 'ada', 'orang', 'baik', 'dan', 'pintar', 'seperti', 'bapak', 'purbaya']","['doakan', 'smoga', 'indonesia', 'orang', 'pintar', 'purbaya']","['doa', 'smoga', 'indonesia', 'orang', 'pintar', 'purbaya']",doa smoga indonesia orang pintar purbaya
Purbaya Yudhi Sadewa,Low profile tapi berisi dan berwibawa.....sy berharap Se terus nya begitu pak menteri....filosofi ilmu padi makin berisi makin nunduk....jgn ilmu jagung makin berisi makin tegak....Aamiin,low profile tapi berisi dan berwibawasy berharap se terus nya begitu pak menterifilosofi ilmu padi makin berisi makin nundukjgn ilmu jagung makin berisi makin tegakaamiin,low profile tapi berisi dan berwibawasy berharap se terus nya begitu bapak menterifilosofi ilmu padi makin berisi makin nundukjgn ilmu jagung makin berisi makin tegakaamiin,"['low', 'profile', 'tapi', 'berisi', 'dan', 'berwibawasy', 'berharap', 'se', 'terus', 'nya', 'begitu', 'bapak', 'menterifilosofi', 'ilmu', 'padi', 'makin', 'berisi', 'makin', 'nundukjgn', 'ilmu', 'jagung', 'makin', 'berisi', 'makin', 'tegakaamiin']","['low', 'profile', 'berisi', 'berwibawasy', 'berharap', 'menterifilosofi', 'ilmu', 'padi', 'berisi', 'nundukjgn', 'ilmu', 'jagung', 'berisi', 'tegakaamiin']","['low', 'profile', 'isi', 'berwibawasy', 'harap', 'menterifilosofi', 'ilmu', 'padi', 'isi', 'nundukjgn', 'ilmu', 'jagung', 'isi', 'tegakaamiin']",low profile isi berwibawasy harap menterifilosofi ilmu padi isi nundukjgn ilmu jagung isi tegakaamiin
Purbaya Yudhi Sadewa,Beda klo pejabat merakyat fasilitas mewah pun ditolak,beda klo pejabat merakyat fasilitas mewah pun ditolak,beda kalau pejabat merakyat fasilitas mewah pun ditolak,"['beda', 'kalau', 'pejabat', 'merakyat', 'fasilitas', 'mewah', 'pun', 'ditolak']","['beda', 'pejabat', 'merakyat', 'fasilitas', 'mewah', 'ditolak']","['beda', 'jabat', 'rakyat', 'fasilitas', 'mewah', 'tolak']",beda jabat rakyat fasilitas mewah tolak
Purbaya Yudhi Sadewa,Sehat terus Pak Purbaya..layak menggantikan Pak Prabowo 2029 😂😂 zaman Pak Prabowo usaha serba susah...,sehat terus pak purbayalayak menggantikan pak prabowo 😂😂 zaman pak prabowo usaha serba susah,sehat terus bapak purbayalayak menggantikan bapak prabowo 😂😂 zaman bapak prabowo usaha serba susah,"['sehat', 'terus', 'bapak', 'purbayalayak', 'menggantikan', 'bapak', 'prabowo', '😂😂', 'zaman', 'bapak', 'prabowo', 'usaha', 'serba', 'susah']","['sehat', 'purbayalayak', 'menggantikan', 'prabowo', 'zaman', 'prabowo', 'usaha', 'serba', 'susah']","['sehat', 'purbayalayak', 'ganti', 'prabowo', 'zaman', 'prabowo', 'usaha', 'serba', 'susah']",sehat purbayalayak ganti prabowo zaman prabowo usaha serba susah
Purbaya Yudhi Sadewa,pak Purbaya jadi wakil presiden,pak purbaya jadi wakil presiden,bapak purbaya jadi wakil presiden,"['bapak', 'purbaya', 'jadi', 'wakil', 'presiden']","['purbaya', 'wakil', 'presiden']","['purbaya', 'wakil', 'presiden']",purbaya wakil presiden
Purbaya Yudhi Sadewa,gak sperti bu srimul,gak sperti bu srimul,tidak sperti ibu srimul,"['tidak', 'sperti', 'ibu', 'srimul']","['sperti', 'srimul']","['sperti', 'srimul']",sperti srimul
Purbaya Yudhi Sadewa,Sikat yang kurang beres Bapak Purbaya. Mantab Bapak MENKEU SIDANG KE BANK PLAT MERAH...... Lanjutkeeen P. Purbaya,sikat yang kurang beres bapak purbaya mantab bapak menkeu sidang ke bank plat merah lanjutkeeen p purbaya,sikat yang kurang beres bapak purbaya mantab bapak menkeu sidang ke bank plat merah lanjutkeeen p purbaya,"['sikat', 'yang', 'kurang', 'beres', 'bapak', 'purbaya', 'mantab', 'bapak', 'menkeu', 'sidang', 'ke', 'bank', 'plat', 'merah', 'lanjutkeeen', 'p', 'purbaya']","['sikat', 'beres', 'purbaya', 'mantab', 'menkeu', 'sidang', 'bank', 'plat', 'merah', 'lanjutkeeen', 'purbaya']","['sikat', 'beres', 'purbaya', 'mantab', 'menkeu', 'sidang', 'bank', 'plat', 'merah', 'lanjutkeeen', 'purbaya']",sikat beres purbaya mantab menkeu sidang bank plat merah lanjutkeeen purbaya
Purbaya Yudhi Sadewa,Beliau sadar..ga mau bikin org2 disitu keder...JD bawa nyante aja sidaknya...mantulll pak Pur,beliau sadarga mau bikin org disitu kederjd bawa nyante aja sidaknyamantulll pak pur,beliau sadarga mau bikin orang disitu kederjd bawa nyante saja sidaknyamantulll bapak pur,"['beliau', 'sadarga', 'mau', 'bikin', 'orang', 'disitu', 'kederjd', 'bawa', 'nyante', 'saja', 'sidaknyamantulll', 'bapak', 'pur']","['beliau', 'sadarga', 'bikin', 'orang', 'disitu', 'kederjd', 'bawa', 'nyante', 'sidaknyamantulll', 'pur']","['beliau', 'sadarga', 'bikin', 'orang', 'situ', 'kederjd', 'bawa', 'nyante', 'sidaknyamantulll', 'pur']",beliau sadarga bikin orang situ kederjd bawa nyante sidaknyamantulll pur
Purbaya Yudhi Sadewa,"Mudah2 an tetap spt itu gaya, sikap, sifat Beliau❤",mudah an tetap spt itu gaya sikap sifat beliau❤,mudah an tetap spt itu gaya sikap sifat beliau❤,"['mudah', 'an', 'tetap', 'spt', 'itu', 'gaya', 'sikap', 'sifat', 'beliau❤']","['mudah', 'spt', 'gaya', 'sikap', 'sifat', 'beliau❤']","['mudah', 'spt', 'gaya', 'sikap', 'sifat', 'beliau']",mudah spt gaya sikap sifat beliau
Purbaya Yudhi Sadewa,Salfok ama cewe di thumbnail nya.. Siapa kah dia?,salfok ama cewe di thumbnail nya siapa kah dia,salfok ama cewe di thumbnail nya siapa kah dia,"['salfok', 'ama', 'cewe', 'di', 'thumbnail', 'nya', 'siapa', 'kah', 'dia']","['salfok', 'ama', 'cewe', 'thumbnail', 'kah']","['salfok', 'ama', 'cewe', 'thumbnail', 'kah']",salfok ama cewe thumbnail kah
Purbaya Yudhi Sadewa,Ahy .purbaya next president.n wapres .,ahy purbaya next presidentn wapres,ahy purbaya next presidentn wapres,"['ahy', 'purbaya', 'next', 'presidentn', 'wapres']","['ahy', 'purbaya', 'next', 'presidentn', 'wapres']","['ahy', 'purbaya', 'next', 'presidentn', 'wapres']",ahy purbaya next presidentn wapres
Purbaya Yudhi Sadewa,Biasax mentrikaya gini merasa tdk puxa beban karna tidak korupsi jujur dan transparan,biasax mentrikaya gini merasa tdk puxa beban karna tidak korupsi jujur dan transparan,biasax mentrikaya gini merasa tdk puxa beban karna tidak korupsi jujur dan transparan,"['biasax', 'mentrikaya', 'gini', 'merasa', 'tdk', 'puxa', 'beban', 'karna', 'tidak', 'korupsi', 'jujur', 'dan', 'transparan']","['biasax', 'mentrikaya', 'gini', 'tdk', 'puxa', 'beban', 'karna', 'korupsi', 'jujur', 'transparan']","['biasax', 'mentrikaya', 'gin', 'tdk', 'puxa', 'beban', 'karna', 'korupsi', 'jujur', 'transparan']",biasax mentrikaya gin tdk puxa beban karna korupsi jujur transparan
Purbaya Yudhi Sadewa,Kenapa ga dr dulu sih,kenapa ga dr dulu sih,kenapa tidak dr dulu sih,"['kenapa', 'tidak', 'dr', 'dulu', 'sih']",[],[],
Purbaya Yudhi Sadewa,Sombongnya pak Purbaya bukan karena pamer ... tapi bicara apa adanya. Sombong yg bikin kangen ... 😂,sombongnya pak purbaya bukan karena pamer tapi bicara apa adanya sombong yg bikin kangen 😂,sombongnya bapak purbaya bukan karena pamer tapi bicara apa adanya sombong yang bikin kangen 😂,"['sombongnya', 'bapak', 'purbaya', 'bukan', 'karena', 'pamer', 'tapi', 'bicara', 'apa', 'adanya', 'sombong', 'yang', 'bikin', 'kangen', '😂']","['sombongnya', 'purbaya', 'pamer', 'bicara', 'sombong', 'bikin', 'kangen']","['sombong', 'purbaya', 'pamer', 'bicara', 'sombong', 'bikin', 'kangen']",sombong purbaya pamer bicara sombong bikin kangen
Purbaya Yudhi Sadewa,Tau ga kenapa Pak Purbaya ngga mau duduk dikursi yg sdh disediakan?,tau ga kenapa pak purbaya ngga mau duduk dikursi yg sdh disediakan,tau tidak kenapa bapak purbaya ngga mau duduk dikursi yang sudah disediakan,"['tau', 'tidak', 'kenapa', 'bapak', 'purbaya', 'ngga', 'mau', 'duduk', 'dikursi', 'yang', 'sudah', 'disediakan']","['tau', 'purbaya', 'ngga', 'duduk', 'dikursi', 'disediakan']","['tau', 'purbaya', 'ngga', 'duduk', 'kursi', 'sedia']",tau purbaya ngga duduk kursi sedia
Purbaya Yudhi Sadewa,"Lagi diangkat derajatn,semoga  gak lupa diri pak...",lagi diangkat derajatnsemoga gak lupa diri pak,lagi diangkat derajatnsemoga tidak lupa diri bapak,"['lagi', 'diangkat', 'derajatnsemoga', 'tidak', 'lupa', 'diri', 'bapak']","['diangkat', 'derajatnsemoga', 'lupa']","['angkat', 'derajatnsemoga', 'lupa']",angkat derajatnsemoga lupa
Purbaya Yudhi Sadewa,"Lumayan gila sih ini orang, cuma, pemain-pemain inti mafioso belum menujukkan taringnya, masyarakat harus bisa kawal ini mentri.",lumayan gila sih ini orang cuma pemainpemain inti mafioso belum menujukkan taringnya masyarakat harus bisa kawal ini mentri,lumayan gila sih ini orang cuma pemainpemain inti mafioso belum menujukkan taringnya masyarakat harus bisa kawal ini menteri,"['lumayan', 'gila', 'sih', 'ini', 'orang', 'cuma', 'pemainpemain', 'inti', 'mafioso', 'belum', 'menujukkan', 'taringnya', 'masyarakat', 'harus', 'bisa', 'kawal', 'ini', 'menteri']","['lumayan', 'gila', 'orang', 'pemainpemain', 'inti', 'mafioso', 'menujukkan', 'taringnya', 'masyarakat', 'kawal', 'menteri']","['lumayan', 'gila', 'orang', 'pemainpemain', 'inti', 'mafioso', 'menujukkan', 'taring', 'masyarakat', 'kawal', 'menteri']",lumayan gila orang pemainpemain inti mafioso menujukkan taring masyarakat kawal menteri
Purbaya Yudhi Sadewa,Salut sama beliau akhirnya muncul Mentri Mentri yang jujur. Semoga selalu di lindungi allah.saya percaya dengan adanya beliau ada sedikit kecerahan indonesia,salut sama beliau akhirnya muncul mentri mentri yang jujur semoga selalu di lindungi allahsaya percaya dengan adanya beliau ada sedikit kecerahan indonesia,salut sama beliau akhirnya muncul menteri menteri yang jujur semoga selalu di lindungi allahsaya percaya dengan adanya beliau ada sedikit kecerahan indonesia,"['salut', 'sama', 'beliau', 'akhirnya', 'muncul', 'menteri', 'menteri', 'yang', 'jujur', 'semoga', 'selalu', 'di', 'lindungi', 'allahsaya', 'percaya', 'dengan', 'adanya', 'beliau', 'ada', 'sedikit', 'kecerahan', 'indonesia']","['salut', 'beliau', 'muncul', 'menteri', 'menteri', 'jujur', 'semoga', 'lindungi', 'allahsaya', 'percaya', 'beliau', 'kecerahan', 'indonesia']","['salut', 'beliau', 'muncul', 'menteri', 'menteri', 'jujur', 'moga', 'lindung', 'allahsaya', 'percaya', 'beliau', 'cerah', 'indonesia']",salut beliau muncul menteri menteri jujur moga lindung allahsaya percaya beliau cerah indonesia
Purbaya Yudhi Sadewa,"Kalau wakil presiden Indonesia Pak Purbaya mendampingi pak prabowo,Insya Allah pas. Sama2 kerja nyata dan para koruptor pasti masuk angin pengen kabur",kalau wakil presiden indonesia pak purbaya mendampingi pak prabowoinsya allah pas sama kerja nyata dan para koruptor pasti masuk angin pengen kabur,kalau wakil presiden indonesia bapak purbaya mendampingi bapak prabowoinsya allah pas sama kerja nyata dan para koruptor pasti masuk angin pengen kabur,"['kalau', 'wakil', 'presiden', 'indonesia', 'bapak', 'purbaya', 'mendampingi', 'bapak', 'prabowoinsya', 'allah', 'pas', 'sama', 'kerja', 'nyata', 'dan', 'para', 'koruptor', 'pasti', 'masuk', 'angin', 'pengen', 'kabur']","['wakil', 'presiden', 'indonesia', 'purbaya', 'mendampingi', 'prabowoinsya', 'allah', 'pas', 'kerja', 'nyata', 'koruptor', 'masuk', 'angin', 'pengen', 'kabur']","['wakil', 'presiden', 'indonesia', 'purbaya', 'damping', 'prabowoinsya', 'allah', 'pas', 'kerja', 'nyata', 'koruptor', 'masuk', 'angin', 'ken', 'kabur']",wakil presiden indonesia purbaya damping prabowoinsya allah pas kerja nyata koruptor masuk angin ken kabur
Purbaya Yudhi Sadewa,"Mantap pak menkeu Purbaya, seperti ini sosok wakil presiden.",mantap pak menkeu purbaya seperti ini sosok wakil presiden,mantap bapak menkeu purbaya seperti ini sosok wakil presiden,"['mantap', 'bapak', 'menkeu', 'purbaya', 'seperti', 'ini', 'sosok', 'wakil', 'presiden']","['mantap', 'menkeu', 'purbaya', 'sosok', 'wakil', 'presiden']","['mantap', 'menkeu', 'purbaya', 'sosok', 'wakil', 'presiden']",mantap menkeu purbaya sosok wakil presiden
Purbaya Yudhi Sadewa,Poko nya presiden masa depan yang berani dengan keputusan nya,poko nya presiden masa depan yang berani dengan keputusan nya,poko nya presiden masa depan yang berani dengan keputusan nya,"['poko', 'nya', 'presiden', 'masa', 'depan', 'yang', 'berani', 'dengan', 'keputusan', 'nya']","['poko', 'presiden', 'berani', 'keputusan']","['poko', 'presiden', 'berani', 'putus']",poko presiden berani putus
Purbaya Yudhi Sadewa,Pak Prabowo tdk salah pilih,pak prabowo tdk salah pilih,bapak prabowo tdk salah pilih,"['bapak', 'prabowo', 'tdk', 'salah', 'pilih']","['prabowo', 'tdk', 'salah', 'pilih']","['prabowo', 'tdk', 'salah', 'pilih']",prabowo tdk salah pilih
Purbaya Yudhi Sadewa,Ha...ha...ini baru koboi...sikat semua pejabat pejabat kotor Pak Pur...😂😂😂,hahaini baru koboisikat semua pejabat pejabat kotor pak pur😂😂😂,hahaini baru koboisikat semua pejabat pejabat kotor bapak pur😂😂😂,"['hahaini', 'baru', 'koboisikat', 'semua', 'pejabat', 'pejabat', 'kotor', 'bapak', 'pur😂😂😂']","['hahaini', 'koboisikat', 'pejabat', 'pejabat', 'kotor', 'pur😂😂😂']","['hahaini', 'koboisikat', 'jabat', 'jabat', 'kotor', 'pur']",hahaini koboisikat jabat jabat kotor pur
Purbaya Yudhi Sadewa,Wapres aing di 2029,wapres aing di,wapres aing di,"['wapres', 'aing', 'di']","['wapres', 'aing']","['wapres', 'aing']",wapres aing
Purbaya Yudhi Sadewa,Auranya Bener2 Seorang Menkeu Pedjantan tangguh !!,auranya bener seorang menkeu pedjantan tangguh,auranya bener seorang menkeu pedjantan tangguh,"['auranya', 'bener', 'seorang', 'menkeu', 'pedjantan', 'tangguh']","['auranya', 'bener', 'menkeu', 'pedjantan', 'tangguh']","['aura', 'bener', 'menkeu', 'pedjantan', 'tangguh']",aura bener menkeu pedjantan tangguh
Purbaya Yudhi Sadewa,"Terbukti ternyata orang yg pandai, tegas itu banyak..... Knp kok Sri Mulyani terus",terbukti ternyata orang yg pandai tegas itu banyak knp kok sri mulyani terus,terbukti ternyata orang yang pandai tegas itu banyak knp kok sri mulyani terus,"['terbukti', 'ternyata', 'orang', 'yang', 'pandai', 'tegas', 'itu', 'banyak', 'knp', 'kok', 'sri', 'mulyani', 'terus']","['terbukti', 'orang', 'pandai', 'knp', 'sri', 'mulyani']","['bukti', 'orang', 'pandai', 'knp', 'sri', 'mulyani']",bukti orang pandai knp sri mulyani
Purbaya Yudhi Sadewa,"Baru kali ini... Gue liat Mentri. Ikut seneng. Karena kebijakaknnya benar benar di cek. Langsung. Bukan laporan. Tapi langsung. Gaes..  
.yg dulu cuma. Pajak. Pajak... Dan puaajakkk... 

Sambil mencap mencep. 
Apalagi waktu serah terima jabatan. Dia. G senyum senyumnya sama pa purbaya. 😅😅",baru kali ini gue liat mentri ikut seneng karena kebijakaknnya benar benar di cek langsung bukan laporan tapi langsung gaes yg dulu cuma pajak pajak dan puaajakkk sambil mencap mencep apalagi waktu serah terima jabatan dia g senyum senyumnya sama pa purbaya 😅😅,baru kali ini gue liat menteri ikut seneng karena kebijakaknnya benar benar di cek langsung bukan laporan tapi langsung gaes yang dulu cuma pajak pajak dan puaajakkk sambil mencap mencep apalagi waktu serah terima jabatan dia g senyum senyumnya sama pa purbaya 😅😅,"['baru', 'kali', 'ini', 'gue', 'liat', 'menteri', 'ikut', 'seneng', 'karena', 'kebijakaknnya', 'benar', 'benar', 'di', 'cek', 'langsung', 'bukan', 'laporan', 'tapi', 'langsung', 'gaes', 'yang', 'dulu', 'cuma', 'pajak', 'pajak', 'dan', 'puaajakkk', 'sambil', 'mencap', 'mencep', 'apalagi', 'waktu', 'serah', 'terima', 'jabatan', 'dia', 'g', 'senyum', 'senyumnya', 'sama', 'pa', 'purbaya', '😅😅']","['kali', 'gue', 'liat', 'menteri', 'seneng', 'kebijakaknnya', 'cek', 'langsung', 'laporan', 'langsung', 'gaes', 'pajak', 'pajak', 'puaajakkk', 'mencap', 'mencep', 'serah', 'terima', 'jabatan', 'senyum', 'senyumnya', 'purbaya']","['kali', 'gue', 'liat', 'menteri', 'neng', 'kebijakaknnya', 'cek', 'langsung', 'lapor', 'langsung', 'gaes', 'pajak', 'pajak', 'puaajakkk', 'cap', 'mencep', 'serah', 'terima', 'jabat', 'senyum', 'senyum', 'purbaya']",kali gue liat menteri neng kebijakaknnya cek langsung lapor langsung gaes pajak pajak puaajakkk cap mencep serah terima jabat senyum senyum purbaya
Purbaya Yudhi Sadewa,Jd penasaran trs melihat sepak terjang Purbaya ini...,jd penasaran trs melihat sepak terjang purbaya ini,jd penasaran trs melihat sepak terjang purbaya ini,"['jd', 'penasaran', 'trs', 'melihat', 'sepak', 'terjang', 'purbaya', 'ini']","['penasaran', 'trs', 'sepak', 'terjang', 'purbaya']","['penasaran', 'trs', 'sepak', 'terjang', 'purbaya']",penasaran trs sepak terjang purbaya
Purbaya Yudhi Sadewa,SEHAT SELALU PAK PURBAYA SEMANGAT SALAM DARI ANAK KALTIM 🙏❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,sehat selalu pak purbaya semangat salam dari anak kaltim 🙏❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,sehat selalu bapak purbaya semangat salam dari anak kaltim 🙏❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,"['sehat', 'selalu', 'bapak', 'purbaya', 'semangat', 'salam', 'dari', 'anak', 'kaltim', '🙏❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤']","['sehat', 'purbaya', 'semangat', 'salam', 'anak', 'kaltim', '🙏❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤']","['sehat', 'purbaya', 'semangat', 'salam', 'anak', 'kaltim', '']",sehat purbaya semangat salam anak kaltim 
Purbaya Yudhi Sadewa,"Serasa lagi kerja, tiba tiba ditengokin bapack...😊❤",serasa lagi kerja tiba tiba ditengokin bapack😊❤,serasa lagi kerja tiba tiba ditengokin bapack😊❤,"['serasa', 'lagi', 'kerja', 'tiba', 'tiba', 'ditengokin', 'bapack😊❤']","['serasa', 'kerja', 'ditengokin', 'bapack😊❤']","['serasa', 'kerja', 'ditengokin', 'bapack']",serasa kerja ditengokin bapack
Purbaya Yudhi Sadewa,"Wah, idola baru pak purbaya .. hehehe",wah idola baru pak purbaya hehehe,wah idola baru bapak purbaya hehehe,"['wah', 'idola', 'baru', 'bapak', 'purbaya', 'hehehe']","['idola', 'purbaya', 'hehehe']","['idola', 'purbaya', 'hehehe']",idola purbaya hehehe
Purbaya Yudhi Sadewa,Ada mbak cantik.bag apa itu,ada mbak cantikbag apa itu,ada mbak cantikbag apa itu,"['ada', 'mbak', 'cantikbag', 'apa', 'itu']","['mbak', 'cantikbag']","['mbak', 'cantikbag']",mbak cantikbag
Purbaya Yudhi Sadewa,Yg SEBENERNYA.. PEMIMPIN ITU LEBIH BAIK SEORANG LAKI-LAKI DIBANDING PEREMPUAN....,yg sebenernya pemimpin itu lebih baik seorang lakilaki dibanding perempuan,yang sebenernya pemimpin itu lebih baik seorang lakilaki dibanding perempuan,"['yang', 'sebenernya', 'pemimpin', 'itu', 'lebih', 'baik', 'seorang', 'lakilaki', 'dibanding', 'perempuan']","['sebenernya', 'pemimpin', 'lakilaki', 'dibanding', 'perempuan']","['sebenernya', 'pimpin', 'lakilaki', 'banding', 'perempuan']",sebenernya pimpin lakilaki banding perempuan
Purbaya Yudhi Sadewa,"Smoga bpk dlindungi Allah swt,senang liat aura wajah bpk,bpk orang baik tp tegas dg yg diamanahkan",smoga bpk dlindungi allah swtsenang liat aura wajah bpkbpk orang baik tp tegas dg yg diamanahkan,smoga bpk dlindungi allah swtsenang liat aura wajah bpkbpk orang baik tp tegas dg yang diamanahkan,"['smoga', 'bpk', 'dlindungi', 'allah', 'swtsenang', 'liat', 'aura', 'wajah', 'bpkbpk', 'orang', 'baik', 'tp', 'tegas', 'dg', 'yang', 'diamanahkan']","['smoga', 'bpk', 'dlindungi', 'allah', 'swtsenang', 'liat', 'aura', 'wajah', 'bpkbpk', 'orang', 'diamanahkan']","['smoga', 'bpk', 'dlindungi', 'allah', 'swtsenang', 'liat', 'aura', 'wajah', 'bpkbpk', 'orang', 'amanah']",smoga bpk dlindungi allah swtsenang liat aura wajah bpkbpk orang amanah
