text,tokoh,date
Kalo lht da mulai nongol lagi di beranda pasti dia mulai terganggu oligakirnya...,Purbaya Yudhi Sadewa,2025-10-13T04:03:53Z
Ya harus di usik lah kalau tdk benar. Makanya punya harta yg benar jgn korup. Jgn hanya main kekuasaan. Bisnis lah yg benar. Jgn tambang di keruk karna punya kuasa saja.,Purbaya Yudhi Sadewa,2025-10-13T04:00:22Z
"Konten ini saya suka👍
☑️💪Dengan ulasan yang menghiburkan 😂",Purbaya Yudhi Sadewa,2025-10-13T03:34:54Z
BAHAYA MENG-AKTIFKAN WAKIL PRESIDEN WAKANDA SAAT INI. PAS-NYA YA DIKOTAK-KAN,Purbaya Yudhi Sadewa,2025-10-13T03:30:12Z
Rakyat harus mendukung kebijakan Menkeu Purbaya karena ini merupakan salah satu visi dan misi presiden Prabowo sehingga rakyat harus mendukung presiden dan mengkeu untuk perbaikan ekonomi negara.,Purbaya Yudhi Sadewa,2025-10-13T01:36:20Z
Kalau kita percaya bahwa pak Purbaya berbuat untuk bangsa dan negara artinya siapa yang menghalangi kebijakannya pak Purbaya berarti mengganggu ekonomi rakyat dan harus bersikap.kalau saya sangat percaya pak Menkeu kita ini sangat cinta kepada bangsa dan negara.,Purbaya Yudhi Sadewa,2025-10-13T01:33:36Z
Di negri ini yg jujur banyak musuh nya.itu fakta,Purbaya Yudhi Sadewa,2025-10-13T01:15:27Z
"#SavePURBAYA
#OutMAFIA",Purbaya Yudhi Sadewa,2025-10-13T01:03:35Z
"Ujung nya malah nyuruh w4fres gerak. Pak, liat kondisi IQ dia aja miris. Dia gerak aja udah macem kyk org mabok gak jelas arah nya mau ngapain",Purbaya Yudhi Sadewa,2025-10-13T00:16:21Z
Dari sudut pandang gw pak prabu ini pengen mengubah mental generasi muda agar optimis dan percaya diri...,Purbaya Yudhi Sadewa,2025-11-10T09:13:35Z
"maaf,, PRABOWO ini siapa yaah?
maaaf 🙏🙏",Purbaya Yudhi Sadewa,2025-11-10T06:20:27Z
"Menghemat Biyaya 😂😂😂😂

Kalau Mau Menghemat Tidak Usah Libatkan Pajak Masyarakat Bayar Utang Wuss",Purbaya Yudhi Sadewa,2025-11-07T11:29:36Z
Barang Busuk (kata luhut) koq di-piara ....,Purbaya Yudhi Sadewa,2025-11-07T03:44:57Z
"Perhatikan hanya pak purbaya yg mencatat sekecil apapun penyampaian Rapat. Lihat yang lain 😢

Jgn salah, ini hal2 yg ga banyak dinotis org tapi disitulah kita lihat kesungguhan dan keseriusan seseorang",Purbaya Yudhi Sadewa,2025-11-06T07:41:37Z
"Harusnya subsidi harga buku tulis, pulpen, pensil dll, buat yg versi pemerintah kalo perlu biar lebih murah. udah gak relevan bikin pelaran menulis.",Purbaya Yudhi Sadewa,2025-11-06T05:45:54Z
Sehat selalu bapak presiden❤❤❤,Purbaya Yudhi Sadewa,2025-11-05T08:02:48Z
GA NYAMBUNG ISI JUDUL SAMA KONTENNYA,Purbaya Yudhi Sadewa,2025-11-05T01:57:50Z
"Ini presiden ngurusin kaya gini ngapain, urus noh kcic, urus pertamina, urus ekonomi, presiden kok ngurusin kertas. kalo ekonomi orang tuanya membaik anak anaknya bakal dibeliin buku yang banyak.",Purbaya Yudhi Sadewa,2025-11-04T03:50:57Z
Seperti BPK SOEHARTO cara berpikirnya BPK PRABOWO.beliau mengedepankan perkembangan generasimu dan kesejahteraan rakyatnya,Purbaya Yudhi Sadewa,2025-11-03T22:06:34Z
pak prab kasih itu menteri kordinator itu si luhut ama pak purbaya,Purbaya Yudhi Sadewa,2025-11-03T08:30:32Z
Mantaap keren setuju pak presiden prabowo dan pak purbaya memperhatikan generasi muda para muda muda yang harus di perhatikan buat generadi yang akan datang,Purbaya Yudhi Sadewa,2025-11-03T03:39:49Z
Buzzer everywhere,Purbaya Yudhi Sadewa,2025-11-03T00:59:11Z
Yang komen dibawah budak korporat dan buzzer pemerintah semua😂,Purbaya Yudhi Sadewa,2025-11-02T13:25:47Z
Si bahlil sial itu pak tolong buang...gak guna,Purbaya Yudhi Sadewa,2025-11-02T03:40:57Z
"Anjaaayyy.. baru ini ada pemimpin kita yang ngingetin hal detail untuk investasi pada generasi lagi setelah Pak Harto! Menurut saya ini sangat2 baik sekali Pak. Saya terharu mendengarnya 😢 , tolong Pak jikalau bisa hidupkan kembali pelajaran2 moral di sekolah seperti kurikulum cinta tanah air dan budi pekerti ❤ saya yakin kedepan jika pemimpin nya adalah Bapak Prabowo, akan lahir dari bangsa kita generasi2 emas yang unggul seperti negara2 besar lainnya 🎉 Pak sehat2 terus ya Pak, saya betul2 bangga dengan Bapak, seakan kembali kezaman Pak Harto dimana kita dikenal sebagai negara yang gemah, ripah, lohjinawi ❤❤❤",Purbaya Yudhi Sadewa,2025-11-01T01:53:14Z
perlu pelajaran MENULIS HALUS dan pelajaran PMP,Purbaya Yudhi Sadewa,2025-10-31T04:20:12Z
"Buku cetak anak kelas 3 SD sudah mulai kecil kecil, penuh sesak.",Purbaya Yudhi Sadewa,2025-10-30T10:39:32Z
Menulis tegak bersambung. Kalian tau kapan tamat tulisan itu? Gak ada lagi saya temui.,Purbaya Yudhi Sadewa,2025-10-29T10:11:11Z
Apa gw doang yg liat komen disini seperti buzzer bayaran?,Purbaya Yudhi Sadewa,2025-10-29T01:29:50Z
"sedari dulu bnyk tulisan ceker ayam, udh dibilang pake tulisan sambung (tulisan halus) tpi alasannya adalah gk bisa krn gk mau ajh. 😂

masih inget kok ya, saya belajar huruf beginian, sampai cakep bgt tapi lama. bertahun-tahun kemudian, tulisan saya percepat saja, pernah tulisan doktor dan dokter, njay... terkadang saya gk bisa baca tulisan sendiri. muehehehe",Purbaya Yudhi Sadewa,2025-10-28T10:02:00Z
Saking percaya nya dengan pak Purbaya..Bagi² buku harusnya tugas menteri Pendidikan juga tapi yang di sebut Pak Purbaya saja.,Purbaya Yudhi Sadewa,2025-10-28T07:02:26Z
Anak itu pasti ulah dari negri ini yang tidak baik2 saja,Purbaya Yudhi Sadewa,2025-10-28T03:32:59Z
"Wkt debat kek kaku bgt pak subi.
Skrng ngmng nya teges2 bgt.

Hebat pak.subi menekankan pendidikan sgt2 ketat bgt.semoga semua element dibawahnnya mendukung",Purbaya Yudhi Sadewa,2025-10-27T15:49:59Z
"Respect kepada Pa Purbaya dan Pa Prabowo,",Purbaya Yudhi Sadewa,2025-10-26T23:29:34Z
Majukan ekonomi dgn begitu anak2 ga perlu hemat kertas buat belajar pak... artinya ortunya harus disejahterakan,Purbaya Yudhi Sadewa,2025-10-26T12:42:04Z
"Betul dengan menulis pelajaran lebih mudah diterima dan masuk kedalam otak, budi bahasa dan Budi pekerti berkembang dengan baik",Purbaya Yudhi Sadewa,2025-10-26T12:20:25Z
"Saya setuju himbauan dan intruksi Bp presiden, demi Anak "" Belajar menulis lebih baik. I love Bp ku, sekecil itupun Bp pikirkan.",Purbaya Yudhi Sadewa,2025-10-26T11:13:46Z
"Enghak pak anak2 niasakan nulis n baca dng jarak 30cm bukanbtulisan yg besar2 itu salah malah merusak mata krn gak bisa membaca yg tulusan kecil2.
Anak2 harus bisa menulis indah.
Pakai kavamata waktu dini krn sering main hp pak. Bukan krn tulisannya kecil2",Purbaya Yudhi Sadewa,2025-10-26T09:35:29Z
Ntah apa pidato Prabowo ini gada isi,Purbaya Yudhi Sadewa,2025-10-26T01:26:22Z
Prabowo punya pabrik kertas lebih dari satu betewe hehehhe… ada udang dibalik bakwan,Purbaya Yudhi Sadewa,2025-10-25T20:40:30Z
😂seperti fufufafa gak bisa nulis,Purbaya Yudhi Sadewa,2025-10-25T11:39:31Z
Semoga sehat selalu pak Presiden Prabowo❤,Purbaya Yudhi Sadewa,2025-10-25T10:48:12Z
Ekonomi hancur lebur,Purbaya Yudhi Sadewa,2025-10-25T07:45:04Z
"Hal sepele aja dipikirin, sehat selalu Pak ❤",Purbaya Yudhi Sadewa,2025-10-25T07:08:34Z
Focus to detail good job president,Purbaya Yudhi Sadewa,2025-10-25T01:45:30Z
https://youtube.com/shorts/KIVRTRYJ7PA?si=t-V1AzMLpGNRwR5q,Purbaya Yudhi Sadewa,2025-10-24T23:56:46Z
"Ga usah jauh²,anak.sy kls.5.SD.tulisannya.acak² an...😭 udh les.nulis,sdh sy ajarkan,tetap.juga....😅..kekurangannya hy di menulis,dan MTK😁  tp.jika menghafal surah²,cepat banget",Purbaya Yudhi Sadewa,2025-10-24T22:10:17Z
Bravo pk presiden😢😮❤,Purbaya Yudhi Sadewa,2025-10-24T14:07:41Z
Gurunya sejahterakan....,Purbaya Yudhi Sadewa,2025-10-24T11:12:01Z
Bagus pak presiden kurikulum tahun 90 an di kembalikan,Purbaya Yudhi Sadewa,2025-10-24T08:09:24Z
Pak klo kasih makan anak anak pake mecin.. Sama aja boong pak.. Bego bego juga anak bangsa kita,Purbaya Yudhi Sadewa,2025-10-24T07:59:53Z
"Masya Allah...barokallah pak Presiden, semoga Allah SWT mempermudah urusanmu di dunia dan akhirat",Purbaya Yudhi Sadewa,2025-10-24T07:43:02Z
"Setuju pak Presiden.., harus ada pelajaran menulis huruf sambung dengan baik... 
Anak sekarang sudah amat sangat jarang menulis mereka sudah banyak mengandalkan HP dan komputer",Purbaya Yudhi Sadewa,2025-10-24T06:26:44Z
Koran aja dibuat besar besar tapi tulisanya kecil kecil. Semoga better Pak Prabowo 😂👍,Purbaya Yudhi Sadewa,2025-10-24T06:05:31Z
"Semoga amanah, mengedepankan kepentingan bangsa,bukan untuk segelintir orang yg memegang jabatan, orang orang zalim harus musnah",Purbaya Yudhi Sadewa,2025-10-24T05:00:38Z
"Pak Prabowo sedang menyindir mentri2 yg habiskan dana untk kepentingan pejabat sedangkan anak2 nulis kecil2 utk menghemat kertas, perbandingan yg miris sekali, tapi pejabat kebanyakan gak tahu diri",Purbaya Yudhi Sadewa,2025-10-23T23:14:43Z
"Betul. Terima kasih pak, hidupkan kembali menulis. Pondasi ilmu, membaca, menulis",Purbaya Yudhi Sadewa,2025-10-23T19:54:49Z
"Sebenernya simple pemikiran seorang bendahara.atau pak menteri purbaya. Seperti skala rumah tangga. Kita semua alami
Ini uang belanja dek. Sayang atau anakku 
Ini  kebutuhan. Keluarga kita satu bulan. 
Umpama 4 juta 
Gunakan secara efisiensi.
Artinya sesuai kebutuhan bukan mengurangi kebutuhan . 

Beri laporan. 
Evaluasi

Kalau kau kurang akan kutambah. 

Dan kalau lebih kembalikan.. 
Itukan pemikiran yg sangat islami. Dimanapun. Dan kapan pun ini sangat sangat bagus . Hemat pangkal kaya broo

Sangaat simple. 

Bukan seperti selama ini 
Bukan rahasia umum . 
Tiap tahun dimanapun.instansi kantor dinas. Pemerintahan dan perusahan plat merah. BUMN. 

Kalau akhir tahun sisa anggaran. 
Habiskan kawan kawan. Kita buat acara acara apa aja asal habis anggaran . ( Kan bego. Ini lah ladang korupsi dan pemborosan ..level buyan kan lebih baik bayar hutang . Atau kumpulkan bangun fasilitas umum yg lebih bermanfaat.. ini tidak malah melaporkan rugi tiap tahun. 👎👎 Plis deh. Jadi lah orang yg amanah )",Purbaya Yudhi Sadewa,2025-10-23T18:34:35Z
"Kok masalah buku, yg ditunjuk tugaskan menteri keuangan pak, salah ni pak, seharusnya masalah buku ini yg bertanggung jawab menteri pendidikan pak...",Purbaya Yudhi Sadewa,2025-10-23T16:38:14Z
Good👍,Purbaya Yudhi Sadewa,2025-10-23T16:17:41Z
apapun  kebijakan anda tapi tidak hukuman mati buat korupsi sama aja boong,Purbaya Yudhi Sadewa,2025-10-23T15:09:38Z
"Presidenku!

Beda banget sama yang kemarin. Tahunya ngurusin tol aja...",Purbaya Yudhi Sadewa,2025-10-23T15:06:33Z
lebih banyak orang susah sekolah apa susah makan..,Purbaya Yudhi Sadewa,2025-10-23T14:41:46Z
Aku  sangka jawapan Gibran dengan bahasa inggeris,Sri Mulyani Indrawati,2025-10-18T06:05:22Z
Sri Mulyani otaknya seperti Benjamin Netanyahu,Sri Mulyani Indrawati,2025-08-31T03:49:10Z
"Sri Mulyani cuma bagus sebatas concept, tapi realita di lapangan, seperti deviasi anggaran tidak tepat sasaran dan pada akhirnya berujung pada uncertainty buat pelaku usaha, kebocoran anggaran, tax yang seakan2x seperti pisau bermata dua. Ibarat melukis, diawal konsep terlihat sangat brilliant tapi akan terlihat manakala pensil sudah menggores canvas.",Sri Mulyani Indrawati,2025-07-09T03:52:18Z
"There are haters who sneak into the comments on this broadcast, they are foreigners and not Indonesians, even the haters only watch a video clip, and immediately comment negatively, and it's like they were paid massively to make Prabowo's opinion bad.",Sri Mulyani Indrawati,2025-07-07T17:45:07Z
"Talking about Revenue. Adding more tax can only be considered if government is strong in managing the corruption at least. One of the biggest corruption case this year, we talked about quadrillion done by PT. pertamina. What did government do? Are they able to at least take back for Indonesia revenue? Pls explore. And by additional tax, We are taxed crazy like 30% and what do we have in return? National security? Please… non of it is return back no matter how long we have been good citizen who pay tax for ages",Sri Mulyani Indrawati,2025-07-03T16:07:56Z
Good for presiden prabowo has an experience finance minister ever possed by the Indonesian👌🇲🇨🙏,Sri Mulyani Indrawati,2025-07-03T14:28:26Z
"Ini nih salah seorang aktor yang telah ""menghancurkan"" perekonomian Indonesia selama 10 tahun di era Jokowi,  orang dari kalangan kelas menengah dibuat jatuh miskin karena kebijakan-kebijakannya yang pro-penindasan, jurusnya cuma satu: ""majakin orang miskin, agar mereka tambah melarat""... akibatnya, daya beli semakin lemah, dan pasarpun mati suri.... heran, kok si the trouble-maker kayak gini yak, tetap make orang ini, heran gw...",Sri Mulyani Indrawati,2025-07-03T03:02:10Z
the worst finance minister in Indonesia's history,Sri Mulyani Indrawati,2025-07-02T05:08:15Z
"Minister of tax, excise and state securities 👻",Sri Mulyani Indrawati,2025-06-30T14:22:33Z
BODO AMAT!!!,Sri Mulyani Indrawati,2025-06-30T12:29:25Z
I hope Sri Mulyani goes to hell as soon as possible,Sri Mulyani Indrawati,2025-06-30T11:56:40Z
"We appreciate the Indonesian government's commitment to maintaining fiscal discipline and focusing on national priority programs, as conveyed in the exclusive interview at the AIIB meeting in Beijing. However, we would like to offer some important inputs regarding the protection and strengthening of Micro, Small, and Medium Enterprises (MSMEs) in Indonesia, which are currently facing significant challenges.

1. MSMEs as the Backbone of the Economy That Need Special Protection
MSMEs contribute more than 60% of GDP and absorb 97% of the national workforce. However, with the increase in selling costs on digital platforms by up to 40%, as well as unfair competition from cheap imported products entering bonded zones without tax burdens, local MSMEs are increasingly pressured. This condition has the potential to weaken the people's economy foundation, which has been the main pillar of national development.

2. Balance Between Fiscal Discipline and Support for MSMEs
While understanding the importance of fiscal discipline, we hope for more proactive fiscal policies that provide incentives and fiscal support for MSMEs, such as reducing digital transaction costs, easing access to credit, and strengthening supervision of bonded zones to prevent misuse for tax-free imported goods that harm MSMEs.

3. Expanding Fiscal Policy Focus to the MSME Sector
In addition to priorities on education, infrastructure, and food security, we hope MSMEs receive a greater share of attention in budget reallocations and priority programs, considering their strategic role in post-pandemic economic recovery and facing global economic uncertainties.

4. Strengthening Fair Digital Taxation
The government needs to ensure that digital taxation policies and law enforcement do not burden MSMEs but rather create a fair ecosystem that supports the growth of small businesses so they can compete healthily in the digital market.

5. Transparency and Communication of MSME Policies
We also expect more intensive and transparent communication from the Ministry of Finance regarding policies that directly impact MSMEs, so that small business actors can understand and optimally utilize various government programs.

By taking these inputs into account, we believe Indonesia’s fiscal and economic policies will become more inclusive and sustainable, enabling MSMEs to continue being a strong and independent backbone of the national economy, while supporting Indonesia’s grand development vision for the future.",Sri Mulyani Indrawati,2025-06-30T04:37:17Z
Indonesian not facing inflammation but corruption,Sri Mulyani Indrawati,2025-06-29T23:46:17Z
Corruption and Mulyono gangsters are the main challenges for Indonesia😢,Sri Mulyani Indrawati,2025-06-29T23:27:30Z
"Indonesian economy = we are very confident blablabla, Meanwhile the  indonesia job market 📉📉😢🔥❌❌🫣",Sri Mulyani Indrawati,2025-06-29T11:56:15Z
"Thank for Indonesia's confidece to face the world's uncertainity.
Everything will be better here.",Sri Mulyani Indrawati,2025-06-29T10:34:07Z
Bu Sri = The only minister that have intelligence and competence,Sri Mulyani Indrawati,2025-06-29T09:56:38Z
One of the best TAX MINISTER IN THER WORLD SRI MULSHIT!!,Sri Mulyani Indrawati,2025-06-29T06:38:00Z
"Punya menteri bagus, komunikasi dengan asing ok, kok malah di caci maki. Dulu pada nyari presiden yg bagus bahasa Inggris ya ini jawabannya",Sri Mulyani Indrawati,2025-06-27T15:26:02Z
"No doubt, Rupiah is one of the weakest currency in the world.",Sri Mulyani Indrawati,2025-06-27T14:03:04Z
"menkeu indonesia memang keren, sukses dan sehat terus ibu Srimulyani",Sri Mulyani Indrawati,2025-06-27T13:29:28Z
She is the real politician,Sri Mulyani Indrawati,2025-06-27T13:12:18Z
Selamat sore ❤,Sri Mulyani Indrawati,2025-06-27T10:43:39Z
Prabowo keeps calling Indonesia a big nation. That’s one way to distract from all the problems,Sri Mulyani Indrawati,2025-06-27T05:57:57Z
"terserah negara tetangga yang iri 😂
faktanya 10 tahun terakhir pertumbuhan kita jelas.
semua orang bilang korupsi, tapi fakta di lapangan kita benar-benar tumbuh bersama partner investor kita.
itulah mengapa Singapore, China, Korea dan Japan, tetap percaya kepada kita.
karna bersama kami membangun Indonesia.
jika anda ke Indonesia anda akan melihat.

penjualan Mobil japan yang sukses 
penjualan Smartphone China yang sukses
penjualan produk Korea yang sukses
Shopee dengan Singapore yang sukses.
kami selalu menjaga hubungan baik dengan negara yang membantu kami.
negara seperti Malaysia yang masih iri dan merendahkan Indonesia bermimpi lah produk anda tidak akan pernah di terima masyarakat.
perbaiki sifat anda dahulu baru kita bisa bekerjasama.",Sri Mulyani Indrawati,2025-06-27T01:26:59Z
"Now this minister want make another tax. 
For her it's not important if economy crash as long she reach taxing target",Sri Mulyani Indrawati,2025-06-26T14:21:23Z
Stupidest minister,Sri Mulyani Indrawati,2025-06-26T14:17:50Z
"The most corrupted treasury minister of Indonesia's history. She taxes the lowest income poors too. She lets the nation fell into abyss of mega debts while dumping it with rice, sugar imports although we had sufficient logistics. This is the definition of One Nation Under Fraud.",Sri Mulyani Indrawati,2025-06-26T08:08:56Z
SELAMAT UNTUK SRI MULYANI.. SEBAGAI MENTERI KEUANGAN REPUBLIK INDONESIA.. DAN  SELAMAT UNTUK  THOMAS DJIWANDONO.. SEBAGAI WAKIL MENTERI REPUBLIK INDONESIA.. SUKSES SELALU. DAN SELAMAT MENYAMBUT PERINGATAN  DIRGAHAYU HUT  KEMERDEKAAN  REPUBLIK  INDONESIA.. YANG KE  80 TAHUN..  PADA  TANGGAL  17  AGUSTUS  2025... SUKSES DALAM TUGAS DAN PEKERJAANNYA.. DAN SALAM MERDEKA..,Sri Mulyani Indrawati,2025-06-26T07:27:44Z
"Global Elites agenda:""Wipe out Middle Class!""",Sri Mulyani Indrawati,2025-06-26T06:44:39Z
"@5:40 Wow, even the international news knows that the current president is messing up finance minister budget plan, and the finance minister is eloquently dodging the question by redirect towards legality, technical process and bureaucratic cooperation
But that is pretty normal in political world, so nothing new here",Sri Mulyani Indrawati,2025-06-26T05:41:50Z
"Sri Mulyani 's plan to increase Indonesian income
TAX THE POOR",Sri Mulyani Indrawati,2025-06-26T05:31:24Z
"jangan muja muji menkeu ini kecuali kalian penjilat.
kemampuan departemen ekonomi saat ini hanya baru mengerakkan satu sisi saja yaitu mendapatkan uang sebanyak2nya ga perduli dari mana (pajak,jual surat berharga dsb  ) tapi disisi lain penyebab ekonomi lambat dan biaya ekonomi tinggi di indonesia tidak diawasi dan diatasi dengan benar sprti ormas2x, kemacetan, kurangnya industri lokal untuk mengurangi impor, dan dukungan dana utk startup2x yang menjanjikan yang tidak berkarakter sprti efishery.)
kalo tidak mau sampai kapan roda ekonomi indonesia sperti ini hanya tergantung pd segelintir industri yang rentan kalo suku bunga dunia naik.
bahkan di bidang agraria dan sda alam saja indonesia kalah dari negara lain.mana hasil dan kemana larinya uang yang dihasilkan dari pajak,hutang sbn,expor sda selama ini kalo industri lokal dan umkm indonesia begitu2x saja ? 
gojek milik luar.efishery fraud.bukalapak jualan voucher.
menyedihkan indonesia dipimpin oleh pejabat2x sprti yg ada saat ini.

jika pemerintah sekarang dan sebelumnya mengira bahwa tak ada yang menghalangi pemerintah utk melakukan apapun yg mereka mau tnpa batas (korupsi sepuasnya tanpa ada yg protes ) dan disisi lain meras pajak rakyat sebebas2nya,yang harus membayar harganya nanti adalah negara indonesia sndiri karena tak ada fondasi yg kuat dari ekonomi seluruh rakyat indonesia.smua hanya menghandalkan satu dua industri saja yang besar2x sprti korsel pada chaebol dan jepang pada zaibatsu",Sri Mulyani Indrawati,2025-06-26T04:09:58Z
the solution to indonesian's budget problem? DANANTARA,Sri Mulyani Indrawati,2025-06-26T03:13:27Z
Yg penting transparan jujur dan tetap pridencd ngelola anggaran,Sri Mulyani Indrawati,2025-06-26T00:49:02Z
"Infrastruktur tidak menjadi prioritas anggaran. Berkelit dengan bilang infrastruktur akan dibiayai swasta, yg namanya infrastruktur itu pengembalian jangka panjang, malah ada yg tidak untung, ga banyak swasta yg mau",Sri Mulyani Indrawati,2025-06-26T00:07:20Z
"No priority on long term productivity like infrastructure & R&D. Definitely, messed up!",Sri Mulyani Indrawati,2025-06-26T00:04:24Z
"Ahli fiskal, tp bikin ekonomi mati suri.. ampun bu menteri",Sri Mulyani Indrawati,2025-06-26T00:02:18Z
"Beliau memang paling paham soal budgeting, no wonder she still standing in that position 👏👏",Sri Mulyani Indrawati,2025-06-25T17:13:17Z
👺👹🤖💗,Sri Mulyani Indrawati,2025-06-25T17:11:07Z
Can u trust one of the most corrupt country in the world😂😂😂,Sri Mulyani Indrawati,2025-06-25T14:40:29Z
"she is not the best but she hold it together with fckup president jokowi mulyono the ""occrp winner"", covid19, low tax income, the ekonomic war, fckup liga korupsi and many others. yeah this guy is what the best indonesia have in this situation. cheers",Sri Mulyani Indrawati,2025-06-25T14:10:16Z
"Kondisi ekonomi rusak, masih dipertahankan ini mentri🤮",Sri Mulyani Indrawati,2025-06-25T13:41:08Z
"as indonesian , that’s all the statement its not all true , the government make worng move like  rise the tax , nutrition program seem not going well, they also make efficiency alot every sector make lot people lose job,mineral program such a nicel quarry destroy lots of environment and local people,activist aggressively press by goverment and killed and also we have health program we call BPJS now is going absurd like example you cant get any medical care if ure temperatur below 40° C even your temperature 39.5 °c thats not emergency the doctor will sugest youu rest at home, but we paid every single month, what a scam 😢",Sri Mulyani Indrawati,2025-06-25T13:28:25Z
The subtitle is very inaccurate,Sri Mulyani Indrawati,2025-06-25T10:45:20Z
Prabowo; Indonesia bangsa besar tidak akan krisis 😂,Sri Mulyani Indrawati,2025-06-25T10:25:11Z
"HIDUP JOKOWI . . . 
HIDUP JOKOWI . . . 
HIDUP JOKOWI . . . ",Sri Mulyani Indrawati,2025-06-25T09:46:24Z
Jongosnya pelanggar HAM yang namanya prabowo.,Sri Mulyani Indrawati,2025-06-25T08:10:30Z
Odious debt,Sri Mulyani Indrawati,2025-06-25T05:28:54Z
"Prabowo said Indonesia 🇮🇩 does not recognize China's claims over the South China Sea despite signing a maritime deal with Beijing the weekend before.
The Indonesian Foreign Ministry said that Indonesia remains firm in rejecting China's 9-dash line.",Sri Mulyani Indrawati,2025-06-25T04:56:37Z
kesayangan raykat indonesia,Sri Mulyani Indrawati,2025-06-25T04:42:39Z
kalo gk ada guru mau jadi ap😂,Sri Mulyani Indrawati,2025-10-10T09:31:57Z
Saya sangat setuju dengan pernyataan ini,Sri Mulyani Indrawati,2025-09-29T11:07:51Z
Ternyata Ai ya?,Sri Mulyani Indrawati,2025-09-23T11:59:42Z
Perpres 79 th 2025,Sri Mulyani Indrawati,2025-09-20T06:34:35Z
"Jika guru beban negara, kemudian murid di sekolah    beban siapa ya? 😢 Siapa lg yg mau memikirkan nasib guru2 kita ? ......tetap semangat bp & ibu guru...namamu akan selalu hidup dalam sanubari 🎉❤",Sri Mulyani Indrawati,2025-09-18T06:16:13Z
Dan DPR adalah beban Masyarakat 😂,Sri Mulyani Indrawati,2025-09-15T00:54:36Z
Beban negara itu pejabat yg pajak nya dari duit rakyat,Sri Mulyani Indrawati,2025-09-14T14:34:49Z
"Kalau beban Negara ya disesuaikan saja gajinya.memang yg mengatur gaji guru itu siapa?dulu perasaan ga ada 13,ini dan itu.",Sri Mulyani Indrawati,2025-09-14T13:01:46Z
Semoga pak prabowo menghapus pajak di negri ini,Sri Mulyani Indrawati,2025-09-13T16:20:11Z
"Pengedit dan penyebar harus di hukum berat.
Jelas ada tujuan jahat.",Sri Mulyani Indrawati,2025-09-13T14:41:05Z
Sri Mulyani sekolah di alam gaib,Sri Mulyani Indrawati,2025-09-13T00:39:44Z
"saya beharap yang membuat editan tersebut harus ditemukan karena telah membuat fitnah, suatu sifat yang lebih kejam dari pembunuhan. Tolong aparat harus mengusut ini siapa yang membuat editan itu",Sri Mulyani Indrawati,2025-09-11T09:03:14Z
Kekayaan mu itu seharusnya untuk negara,Sri Mulyani Indrawati,2025-09-10T15:29:39Z
"Kalau itu hoax, tampilkan video utuhnya dunks.",Sri Mulyani Indrawati,2025-09-10T01:32:05Z
"HOAXX,,, PALSUU,,  cek i news,,",Sri Mulyani Indrawati,2025-09-09T14:24:45Z
Sekolah itu kan bayar tiap bulan .. padahal guru sudah di gaji pemerintah.. lalu uang tiap bulan dari murid untuk apa ya,Sri Mulyani Indrawati,2025-09-09T14:17:36Z
"saya   tidak  percaya   bu sri  mulyani  berkata  begitu   
sebodoh  bodoh  nya  orang  ya  gak  mungkinlah  berkata  begitu  ini  pasti  ada  yg  tidak  beres .",Sri Mulyani Indrawati,2025-09-09T10:31:14Z
"Tabayun, itu video sudah diubah dengan AI...Artificial Intelligence..Bu Sri Mulyani, adl Menteri pertama yang terkena fitnah AI...",Sri Mulyani Indrawati,2025-09-09T07:32:23Z
Terlalu Banyak org pintar makanya gak ngerti arti HOAX,Sri Mulyani Indrawati,2025-09-09T03:59:16Z
Siapa yg nyebarin AI ini wajib ditangkap karena telah membuat provokasi huru hara sampe rumah nya dijarah,Sri Mulyani Indrawati,2025-09-09T01:34:42Z
Gila yah AI.. stlah sya teliti bener AI anjir... bahaya digital skrng aduh,Sri Mulyani Indrawati,2025-09-09T00:32:18Z
Yang menghabiskan uang negara siapa,Sri Mulyani Indrawati,2025-09-08T18:17:29Z
"ok klo itu hoax,knp pajak2 dinaikan bu",Sri Mulyani Indrawati,2025-09-08T13:06:06Z
😢,Sri Mulyani Indrawati,2025-09-08T10:13:00Z
Sumpah pocong aja,Sri Mulyani Indrawati,2025-09-06T18:25:15Z
AI ma asli bisa dibedakan gesssssss,Sri Mulyani Indrawati,2025-09-06T12:56:15Z
Adanya A1 Dipergunakan utk fitnah dan hoak hts ada pencerahan buat rakyat agar tak mudah percaya berita hoak,Sri Mulyani Indrawati,2025-09-06T07:27:41Z
EDITAN AI EFEK VIDIO SANGAT BAGUS GERAKAN VIDIO NYA SEDIKIT KAKU DAN SUARA NYA STABIL NADA NYA TIDAK TERLALU RENDAH DAN TIDAK TERLALU TINGGI SEDANGKAN VIDIO ASLI MANUSIA MEMILIKI EMOSI NADA NYA BISA BERUBAH UBAH TERGANTUNG EMOSI DAN GERAKAN NYA ALAMI TIDAK KAKU EFEK VIDIO NYA TIDAK TERLALU BAGUS DARI SINI KITA PASTI BISA MEMBEDAKAN NYA KAN KATA SIAPA MULUT NYA TERPUTUS PUTUS SAAT BERBICARA BUKA MATAMU LEBAR LEBAR INI KURASA YANG BIKIN KONTEN SAUDARA KERABAT SRI MULYANI MEMBELA KEJAHATAN DEMI MENGHANCURKAN KEADILAN,Sri Mulyani Indrawati,2025-09-06T04:26:03Z
